"gender","coronaVirus","postalCode","loneliness","diarrhea","userId","insomnia","limbPain","coughing","generalHealth","soreThroat","temperature","runnyNose","headache","id","numberOfContacts","timestamp","yearOfBirth",
"2", "1", "63797", "3", "2", "Renoir", "4", "2", "3", "1", "2", "2", "3", "1", "060-01-4425", "953", "1584829933223", "1985", 
"2", "2", "22553", "3", "1", "Rubens", "2", "3", "2", "4", "1", "1", "1", "2", "223-79-3385", "963", "1584828882089", "1951", 
"2", "1", "62415", "2", "1", "Escher", "2", "2", "1", "5", "1", "3", "2", "3", "484-29-6329", "574", "1584829004051", "1961", 
"2", "2", "80842", "5", "2", "Kahlo", "3", "1", "3", "4", "1", "2", "1", "2", "734-79-7275", "536", "1584828935288", "1955", 
"3", "1", "67753", "5", "2", "Chagall", "1", "2", "1", "4", "1", "2", "2", "2", "582-06-2358", "508", "1584829054006", "1970", 
"1", "1", "19797", "3", "2", "Pollock", "3", "2", "1", "1", "1", "2", "2", "1", "110-87-9420", "908", "1584828948569", "1966", 
"1", "1", "42187", "4", "1", "Edward Hopper", "5", "2", "3", "2", "2", "2", "2", "1", "807-19-0331", "408", "1584829570564", "1951", 
"2", "2", "71459", "4", "1", "Da Vinci", "3", "3", "1", "2", "3", "2", "2", "1", "358-91-3089", "630", "1584829331760", "1961", 
"1", "1", "44816", "1", "2", "Magritte", "4", "1", "1", "1", "1", "2", "1", "2", "753-90-1797", "790", "1584829348030", "1979", 
"2", "3", "51319", "5", "1", "Kahlo", "2", "2", "2", "4", "2", "1", "1", "2", "458-71-2435", "833", "1584829367133", "1992", 
"2", "2", "87145", "2", "2", "Pollock", "5", "2", "2", "3", "2", "2", "1", "2", "149-52-2820", "262", "1584830160191", "1993", 
"3", "3", "75680", "2", "2", "Edward Hopper", "4", "1", "2", "3", "1", "2", "3", "2", "020-86-5416", "745", "1584829575776", "1964", 
"1", "2", "51097", "1", "2", "Matisse", "4", "2", "1", "4", "3", "3", "1", "2", "571-39-7338", "593", "1584829367849", "1963", 
"2", "2", "84285", "2", "2", "Cezanne", "5", "3", "2", "2", "2", "2", "3", "2", "457-60-2051", "861", "1584830000695", "1982", 
"2", "2", "93122", "5", "2", "Caravaggio", "4", "3", "2", "4", "2", "3", "2", "3", "765-28-5400", "868", "1584829464286", "1991", 
"3", "2", "90563", "5", "2", "Escher", "5", "1", "3", "2", "2", "2", "1", "1", "548-91-7837", "299", "1584830112815", "1954", 
"3", "2", "98067", "5", "2", "Kandinsky", "3", "1", "3", "5", "2", "3", "2", "2", "272-74-2157", "363", "1584829699327", "1975", 
"2", "1", "12552", "2", "1", "Kahlo", "4", "1", "3", "5", "2", "3", "1", "2", "492-38-3533", "960", "1584828880220", "1986", 
"2", "3", "15087", "4", "1", "Renoir", "3", "2", "1", "4", "2", "2", "1", "2", "637-63-4527", "681", "1584828906798", "1971", 
"2", "2", "74443", "3", "1", "Vincent", "4", "2", "1", "1", "1", "2", "1", "2", "601-91-6230", "951", "1584829866340", "1965", 
"2", "2", "93274", "5", "1", "Winslow Homer", "3", "2", "3", "5", "2", "2", "2", "1", "325-58-1190", "184", "1584830047889", "1998", 
"2", "2", "62133", "3", "2", "Chagall", "3", "2", "1", "4", "3", "2", "2", "2", "677-18-1524", "831", "1584830133665", "1986", 
"1", "1", "36049", "5", "2", "Picasso", "3", "2", "2", "3", "1", "2", "1", "1", "003-79-3318", "431", "1584830104716", "1959", 
"2", "2", "98722", "2", "1", "Magritte", "2", "2", "2", "2", "1", "2", "1", "2", "362-63-5184", "594", "1584829344355", "1992", 
"2", "2", "39950", "3", "1", "Da Vinci", "1", "2", "2", "3", "1", "2", "3", "2", "644-59-9183", "767", "1584829176503", "1995", 
"3", "2", "83068", "4", "2", "Vettriano", "4", "3", "2", "4", "1", "2", "1", "2", "302-73-2768", "809", "1584829425253", "1954", 
"2", "2", "59128", "3", "1", "Magritte", "5", "3", "1", "2", "3", "3", "3", "1", "442-26-8929", "220", "1584829240928", "1967", 
"3", "1", "82599", "5", "2", "Ansel Adams", "1", "1", "3", "4", "2", "1", "2", "2", "294-56-6955", "412", "1584829286173", "1986", 
"2", "2", "25782", "1", "2", "Degas", "1", "3", "2", "4", "2", "2", "3", "3", "393-97-4584", "863", "1584829188417", "1992", 
"1", "1", "39148", "5", "2", "Degas", "2", "2", "2", "2", "2", "1", "1", "1", "660-64-6591", "949", "1584830072904", "1966", 
"1", "3", "28817", "2", "1", "Rubens", "4", "2", "2", "2", "2", "1", "2", "2", "610-41-2479", "213", "1584828894847", "1968", 
"1", "2", "66465", "2", "2", "Manet", "5", "1", "2", "5", "1", "3", "2", "2", "057-33-5537", "630", "1584830201221", "1962", 
"2", "2", "89476", "1", "2", "Botticelli", "5", "2", "2", "1", "1", "1", "2", "2", "665-89-8001", "205", "1584829058689", "1979", 
"1", "2", "39092", "3", "2", "Da Vinci", "5", "3", "2", "5", "3", "2", "2", "2", "022-66-1835", "201", "1584828904587", "1977", 
"2", "1", "44724", "2", "1", "Caravaggio", "4", "1", "1", "4", "2", "2", "2", "2", "175-95-8200", "644", "1584830177461", "1979", 
"2", "3", "64178", "3", "2", "Bernini", "5", "3", "2", "4", "1", "2", "3", "2", "574-76-0272", "959", "1584829133002", "1959", 
"1", "2", "83494", "5", "1", "Edward Hopper", "5", "1", "1", "2", "1", "1", "2", "2", "535-40-9340", "555", "1584828938409", "1963", 
"1", "2", "17272", "3", "1", "Escher", "2", "1", "2", "4", "3", "2", "2", "2", "708-40-2599", "346", "1584829808972", "1984", 
"2", "2", "41096", "1", "2", "Warhol", "2", "2", "2", "2", "2", "2", "1", "1", "123-65-6033", "674", "1584830027229", "1980", 
"2", "2", "49467", "2", "2", "Warhol", "5", "1", "2", "1", "2", "1", "2", "2", "573-15-9798", "456", "1584829201960", "1966", 
"3", "2", "11958", "5", "2", "Kandinsky", "3", "1", "2", "1", "2", "2", "2", "2", "229-64-7718", "937", "1584829347966", "1997", 
"2", "1", "82134", "5", "1", "Monet", "5", "2", "1", "4", "3", "2", "1", "2", "048-80-1294", "870", "1584829753200", "1968", 
"2", "2", "17234", "4", "2", "Manet", "1", "3", "2", "5", "1", "2", "2", "1", "539-02-0649", "810", "1584830207000", "1974", 
"2", "2", "33425", "1", "2", "Gauguin", "5", "2", "3", "5", "2", "2", "1", "2", "026-86-4260", "329", "1584828889107", "1986", 
"2", "2", "13037", "5", "1", "Vincent", "5", "2", "1", "5", "2", "3", "1", "2", "333-04-0556", "288", "1584828901097", "1964", 
"2", "3", "48959", "2", "2", "Edward Hopper", "4", "2", "3", "3", "2", "3", "2", "2", "361-40-9749", "887", "1584828956921", "1983", 
"1", "2", "67727", "2", "1", "Vettriano", "2", "1", "1", "4", "2", "2", "2", "1", "265-79-6414", "724", "1584828921896", "1960", 
"2", "2", "69635", "4", "2", "Gauguin", "3", "2", "2", "4", "2", "2", "1", "1", "037-67-0352", "184", "1584828900971", "1983", 
"2", "2", "93851", "2", "1", "Klimt", "2", "1", "2", "2", "2", "1", "1", "1", "169-37-2427", "766", "1584829449888", "1961", 
"3", "1", "75424", "3", "2", "Monet", "4", "3", "3", "5", "2", "1", "2", "2", "669-44-1062", "498", "1584829727546", "1999", 
"2", "2", "96994", "3", "1", "Manet", "1", "2", "2", "4", "2", "2", "2", "2", "474-55-0203", "303", "1584830199903", "1956", 
"2", "1", "46134", "2", "2", "Renoir", "4", "2", "1", "1", "2", "1", "2", "2", "744-17-0432", "546", "1584830065442", "1999", 
"2", "3", "77874", "1", "2", "Kandinsky", "4", "1", "2", "2", "3", "2", "2", "1", "254-60-0331", "428", "1584829164915", "1958", 
"1", "2", "89983", "5", "1", "Matisse", "3", "1", "2", "5", "2", "2", "2", "1", "550-92-5936", "504", "1584830000715", "1956", 
"1", "3", "41738", "2", "2", "Warhol", "2", "2", "2", "2", "2", "2", "3", "2", "526-99-1325", "132", "1584829119116", "1954", 
"3", "3", "67988", "1", "2", "Rembrandt", "3", "1", "2", "4", "3", "3", "1", "2", "114-08-1975", "437", "1584829038441", "1962", 
"2", "3", "78290", "2", "2", "Botticelli", "2", "2", "2", "3", "2", "2", "2", "2", "167-71-2710", "571", "1584829649362", "1998", 
"1", "2", "10103", "3", "1", "Pissarro", "4", "1", "2", "3", "2", "1", "1", "2", "250-24-3522", "556", "1584830145288", "1974", 
"2", "2", "22338", "2", "1", "Manet", "5", "2", "1", "5", "2", "3", "3", "2", "459-21-7984", "530", "1584829685819", "2003", 
"2", "2", "72149", "2", "2", "Diego Rivera", "2", "1", "2", "4", "1", "2", "3", "2", "588-97-0752", "871", "1584829796142", "1998", 
"1", "3", "42252", "4", "1", "Kandinsky", "2", "2", "2", "4", "2", "2", "1", "1", "729-43-3410", "511", "1584829232592", "1972", 
"3", "1", "62562", "4", "2", "Matisse", "4", "3", "2", "4", "2", "2", "1", "2", "381-73-0687", "453", "1584828874289", "1977", 
"2", "2", "62786", "3", "2", "Renoir", "2", "2", "1", "2", "2", "1", "3", "2", "133-76-7633", "539", "1584828896279", "1963", 
"3", "2", "67878", "4", "2", "Joan Miro", "4", "1", "2", "5", "1", "2", "2", "2", "320-83-0111", "893", "1584829881692", "1978", 
"3", "2", "27182", "1", "2", "Edward Hopper", "5", "2", "1", "3", "2", "2", "2", "2", "780-94-2098", "114", "1584829969180", "1993", 
"2", "1", "81280", "3", "2", "Donatello", "5", "2", "1", "3", "2", "2", "1", "2", "609-07-5885", "88", "1584829879293", "1983", 
"1", "2", "79412", "2", "2", "Warhol", "3", "2", "1", "3", "1", "2", "2", "1", "407-58-5242", "583", "1584828895582", "1968", 
"2", "2", "82224", "2", "2", "Donatello", "4", "2", "2", "2", "2", "2", "1", "1", "863-22-3649", "636", "1584828946656", "1956", 
"2", "2", "12355", "1", "1", "Degas", "5", "2", "1", "3", "3", "1", "3", "2", "223-48-1449", "864", "1584829519517", "1969", 
"2", "1", "33096", "4", "1", "Kandinsky", "5", "2", "1", "4", "2", "1", "2", "2", "811-57-9271", "374", "1584829569130", "1982", 
"2", "2", "80667", "1", "2", "Warhol", "3", "1", "2", "5", "3", "3", "3", "3", "188-92-0660", "300", "1584829418289", "1956", 
"2", "1", "65815", "5", "2", "Degas", "4", "3", "2", "2", "2", "2", "3", "1", "560-50-8927", "125", "1584830115693", "1955", 
"2", "2", "93630", "5", "2", "Winslow Homer", "5", "1", "2", "3", "2", "1", "2", "2", "143-58-9865", "630", "1584829088801", "1977", 
"2", "2", "22429", "5", "1", "Donatello", "5", "1", "1", "3", "1", "2", "2", "2", "150-72-6226", "361", "1584829138363", "1973", 
"2", "2", "26022", "3", "2", "Monet", "1", "3", "1", "5", "2", "2", "2", "2", "181-64-0084", "489", "1584828945832", "1979", 
"1", "2", "93427", "1", "2", "Bernini", "5", "2", "2", "5", "2", "2", "3", "3", "456-56-5889", "532", "1584829407334", "1968", 
"2", "3", "61823", "4", "2", "Kandinsky", "2", "2", "2", "1", "2", "3", "2", "2", "061-88-7034", "571", "1584829477885", "1957", 
"2", "2", "76604", "3", "1", "El Greco", "3", "2", "1", "2", "1", "2", "2", "2", "712-63-9435", "447", "1584828923781", "1954", 
"2", "2", "46782", "2", "2", "Vincent", "3", "1", "2", "5", "2", "2", "1", "1", "300-64-8690", "438", "1584828983925", "1955", 
"1", "1", "31721", "4", "1", "Klimt", "5", "3", "3", "4", "1", "2", "2", "2", "324-49-7887", "854", "1584830115629", "1997", 
"2", "2", "79255", "3", "2", "Pissarro", "1", "2", "2", "4", "1", "2", "1", "2", "242-03-4567", "149", "1584829900718", "1991", 
"2", "1", "41263", "1", "2", "Kandinsky", "2", "2", "2", "4", "2", "1", "3", "2", "475-51-5731", "69", "1584829586950", "1966", 
"3", "3", "65580", "3", "2", "Cezanne", "3", "2", "1", "4", "1", "2", "2", "3", "722-31-8601", "127", "1584829493765", "1988", 
"2", "1", "38927", "4", "2", "Joan Miro", "5", "3", "2", "2", "2", "2", "2", "2", "720-35-6093", "179", "1584829033523", "2003", 
"2", "2", "64707", "4", "2", "Rubens", "4", "2", "2", "1", "1", "1", "1", "2", "188-64-8449", "408", "1584828882058", "1963", 
"3", "2", "78631", "1", "1", "Gauguin", "2", "2", "2", "1", "1", "2", "2", "2", "882-97-0151", "700", "1584828890715", "1952", 
"1", "1", "14950", "5", "2", "Munch", "5", "1", "2", "4", "2", "3", "2", "2", "534-22-3333", "531", "1584830095136", "1988", 
"2", "2", "67779", "4", "1", "Degas", "1", "2", "1", "2", "2", "2", "2", "2", "424-52-2093", "362", "1584829793548", "1994", 
"1", "3", "61463", "5", "1", "Caravaggio", "3", "1", "2", "4", "1", "1", "2", "1", "370-88-6081", "764", "1584828900815", "1998", 
"2", "2", "69738", "1", "2", "Monet", "1", "2", "2", "3", "2", "2", "1", "2", "601-19-4078", "4", "1584828906918", "1997", 
"3", "2", "35207", "1", "2", "Ansel Adams", "3", "1", "1", "5", "2", "2", "1", "2", "438-26-6146", "929", "1584829320601", "1980", 
"2", "2", "72536", "2", "2", "Winslow Homer", "1", "1", "2", "5", "3", "3", "1", "2", "547-78-9849", "959", "1584828889367", "2003", 
"1", "2", "53126", "5", "1", "Gauguin", "3", "2", "1", "3", "2", "2", "1", "1", "361-51-4788", "691", "1584828917803", "1992", 
"2", "2", "82341", "5", "2", "Magritte", "2", "2", "2", "1", "2", "2", "1", "2", "694-67-2528", "304", "1584829818759", "1998", 
"2", "2", "86578", "3", "1", "Klimt", "1", "2", "2", "4", "2", "2", "1", "1", "727-18-1588", "763", "1584829785359", "1978", 
"1", "1", "70788", "2", "2", "Durer", "5", "2", "1", "5", "2", "1", "2", "2", "705-71-1832", "360", "1584829683537", "1960", 
"3", "1", "51995", "3", "1", "Vettriano", "4", "2", "3", "3", "2", "2", "1", "1", "696-03-6438", "705", "1584830161823", "2001", 
"2", "1", "57436", "3", "2", "Durer", "4", "1", "2", "3", "3", "2", "2", "1", "467-52-8307", "137", "1584829897132", "1971", 
"1", "1", "13077", "3", "2", "Monet", "2", "2", "1", "2", "2", "2", "2", "2", "132-80-1415", "463", "1584828992739", "1953", 
"1", "3", "72340", "3", "2", "Kandinsky", "5", "1", "1", "5", "2", "2", "1", "2", "425-18-4467", "598", "1584829300958", "1974", 
"2", "3", "64885", "4", "2", "Rembrandt", "5", "2", "2", "4", "1", "2", "3", "2", "553-50-5660", "549", "1584829553472", "2001", 
"1", "1", "22093", "1", "1", "Botticelli", "1", "2", "3", "2", "1", "1", "2", "2", "197-53-8195", "62", "1584828969776", "1962", 
"3", "2", "11707", "1", "2", "Botticelli", "5", "2", "2", "3", "2", "3", "2", "2", "047-78-1383", "530", "1584829348054", "1978", 
"2", "1", "74884", "4", "2", "Kahlo", "1", "2", "2", "4", "2", "2", "1", "2", "223-19-9329", "699", "1584829919169", "1978", 
"1", "2", "41171", "2", "1", "El Greco", "3", "2", "1", "1", "1", "1", "2", "1", "330-81-2745", "913", "1584830082159", "1987", 
"3", "1", "89456", "4", "2", "Titian", "5", "2", "1", "5", "1", "3", "1", "1", "045-04-5922", "522", "1584829215127", "1989", 
"2", "1", "57757", "3", "1", "Bernini", "4", "1", "2", "3", "1", "2", "2", "2", "595-56-9259", "828", "1584829214412", "2003", 
"2", "2", "99247", "2", "2", "Dali", "3", "3", "2", "4", "3", "2", "1", "2", "725-46-8768", "693", "1584829634701", "2001", 
"3", "2", "38920", "3", "2", "Pollock", "2", "2", "2", "5", "2", "2", "2", "1", "764-87-4047", "639", "1584830174473", "1953", 
"2", "1", "26359", "5", "2", "Rubens", "4", "3", "2", "5", "1", "2", "2", "2", "706-80-7443", "357", "1584829028278", "1953", 
"1", "2", "87738", "4", "2", "Matisse", "2", "1", "2", "2", "2", "1", "2", "1", "314-11-1189", "586", "1584829476067", "1979", 
"2", "2", "56294", "2", "2", "Bernini", "2", "2", "3", "4", "2", "2", "3", "2", "113-88-4839", "80", "1584829772854", "1997", 
"2", "2", "78723", "2", "2", "Escher", "4", "2", "2", "5", "2", "3", "2", "3", "463-48-4863", "419", "1584829539819", "1996", 
"3", "1", "84803", "5", "2", "Vincent", "4", "2", "2", "5", "3", "2", "2", "2", "813-63-9274", "355", "1584828928355", "1994", 
"1", "2", "54404", "3", "1", "Winslow Homer", "3", "2", "2", "3", "1", "2", "2", "2", "761-15-7942", "228", "1584829503078", "1991", 
"3", "1", "62946", "5", "1", "Rothko", "3", "2", "3", "4", "1", "1", "3", "1", "395-40-6043", "753", "1584830000896", "1980", 
"1", "2", "35607", "4", "1", "Winslow Homer", "4", "2", "2", "5", "3", "1", "1", "2", "257-38-4907", "680", "1584828885556", "1995", 
"3", "1", "10064", "1", "1", "Kandinsky", "4", "1", "1", "5", "2", "2", "2", "3", "459-49-4561", "665", "1584830222524", "1962", 
"1", "2", "95881", "2", "2", "Pissarro", "5", "1", "2", "2", "3", "2", "2", "1", "888-53-6616", "753", "1584829652089", "2004", 
"1", "2", "56340", "2", "2", "Degas", "3", "1", "2", "1", "1", "2", "2", "1", "537-88-3604", "774", "1584828884257", "1951", 
"2", "2", "29928", "3", "1", "Picasso", "5", "2", "2", "1", "2", "2", "2", "1", "014-97-1020", "143", "1584828931476", "1974", 
"2", "2", "54878", "5", "1", "Titian", "4", "1", "2", "3", "2", "2", "2", "2", "708-03-7415", "744", "1584829208723", "1974", 
"3", "3", "26684", "4", "2", "Rembrandt", "5", "2", "1", "1", "1", "2", "3", "2", "529-66-5564", "71", "1584828876950", "1974", 
"2", "1", "24644", "4", "1", "Klimt", "5", "2", "1", "1", "1", "2", "2", "2", "702-26-6703", "265", "1584829395166", "1967", 
"2", "2", "65642", "2", "2", "Rembrandt", "3", "2", "2", "3", "1", "2", "2", "1", "726-45-7540", "971", "1584828972889", "1959", 
"2", "3", "34935", "4", "1", "Dali", "2", "2", "2", "3", "2", "1", "2", "1", "657-67-1339", "514", "1584830238944", "1985", 
"1", "1", "93554", "4", "2", "Munch", "5", "3", "1", "2", "3", "2", "2", "1", "489-44-1789", "811", "1584829895265", "1978", 
"1", "2", "12400", "3", "2", "Caravaggio", "2", "2", "2", "3", "3", "2", "2", "1", "495-20-0695", "674", "1584830094871", "1991", 
"2", "1", "68337", "3", "2", "Kahlo", "3", "2", "1", "5", "2", "2", "2", "2", "577-85-7628", "632", "1584829575990", "2000", 
"1", "1", "68278", "2", "2", "Cezanne", "4", "2", "2", "5", "1", "1", "2", "2", "630-27-5291", "429", "1584829386303", "1998", 
"1", "2", "76662", "3", "1", "Kahlo", "5", "2", "1", "4", "1", "2", "2", "3", "399-20-5133", "917", "1584829143394", "2002", 
"1", "1", "91444", "5", "1", "Durer", "3", "1", "1", "4", "3", "3", "2", "1", "058-38-7578", "325", "1584829579091", "1962", 
"2", "2", "36713", "4", "1", "Edward Hopper", "3", "2", "2", "4", "2", "2", "1", "2", "462-31-4667", "539", "1584829763749", "1989", 
"1", "3", "56115", "5", "2", "Paul Klee", "4", "1", "2", "5", "2", "2", "2", "2", "473-31-7696", "750", "1584829295998", "2003", 
"1", "2", "22447", "4", "2", "Rothko", "2", "2", "2", "5", "3", "2", "1", "2", "322-08-5617", "631", "1584829382965", "1976", 
"2", "2", "24456", "4", "1", "Escher", "5", "1", "2", "3", "1", "1", "3", "1", "406-82-8580", "857", "1584829129868", "1981", 
"2", "1", "24662", "5", "2", "Ansel Adams", "5", "2", "3", "3", "1", "2", "1", "2", "335-65-6865", "590", "1584829107811", "1952", 
"3", "1", "74165", "5", "2", "Joan Miro", "2", "1", "1", "2", "2", "2", "2", "1", "667-89-1033", "835", "1584829442504", "1988", 
"1", "1", "12602", "4", "2", "El Greco", "1", "1", "2", "3", "2", "3", "1", "3", "365-30-1953", "453", "1584830126730", "1966", 
"2", "2", "58635", "5", "2", "Kahlo", "5", "2", "1", "1", "3", "1", "1", "2", "097-21-2520", "610", "1584829560576", "1956", 
"1", "2", "29806", "4", "2", "Rothko", "5", "2", "2", "2", "2", "2", "2", "2", "649-45-7921", "695", "1584829870063", "2002", 
"2", "2", "69376", "2", "2", "Renoir", "4", "1", "3", "5", "2", "2", "2", "2", "004-35-0426", "508", "1584829216527", "1997", 
"1", "2", "66100", "5", "2", "Durer", "2", "2", "1", "1", "2", "2", "1", "2", "080-19-6194", "535", "1584828897344", "1985", 
"1", "2", "58548", "5", "1", "Warhol", "5", "1", "2", "3", "2", "2", "2", "2", "172-55-7761", "608", "1584829422622", "1984", 
"3", "1", "47539", "3", "1", "Dali", "1", "1", "2", "3", "2", "1", "2", "3", "833-31-2441", "130", "1584830021014", "1992", 
"3", "2", "89399", "1", "2", "Paul Klee", "4", "1", "3", "4", "1", "1", "2", "3", "414-10-7737", "640", "1584829860149", "1980", 
"2", "2", "26500", "4", "1", "Seurat", "5", "2", "1", "3", "2", "2", "1", "2", "278-10-5402", "743", "1584829023343", "1966", 
"3", "2", "72966", "2", "2", "Escher", "4", "3", "2", "5", "1", "1", "2", "2", "656-27-4307", "448", "1584828874943", "1959", 
"1", "2", "31053", "2", "2", "Klimt", "1", "3", "3", "4", "2", "1", "1", "2", "223-60-3197", "437", "1584829987366", "1998", 
"1", "2", "66725", "2", "2", "Kandinsky", "5", "3", "1", "2", "3", "2", "1", "1", "242-64-0009", "925", "1584828884449", "2004", 
"2", "1", "92410", "4", "2", "Da Vinci", "1", "1", "2", "1", "2", "1", "2", "1", "810-15-5725", "512", "1584829699105", "1987", 
"2", "2", "46202", "2", "1", "Pissarro", "4", "1", "3", "3", "1", "3", "1", "2", "112-70-6718", "770", "1584829394083", "1980", 
"2", "1", "21400", "4", "1", "Renoir", "2", "1", "2", "3", "1", "2", "1", "2", "668-03-9636", "347", "1584828921159", "1972", 
"2", "2", "71370", "1", "2", "Magritte", "4", "1", "2", "2", "1", "1", "2", "3", "003-31-3792", "3", "1584828930010", "1982", 
"1", "2", "53377", "4", "2", "Cassatt", "5", "1", "1", "2", "2", "2", "1", "1", "478-60-7501", "761", "1584829153395", "1951", 
"3", "1", "76963", "3", "1", "Ansel Adams", "3", "2", "3", "3", "1", "1", "2", "2", "393-70-3614", "332", "1584830056125", "1998", 
"1", "2", "38606", "5", "2", "Bernini", "2", "2", "2", "4", "1", "2", "1", "3", "547-13-8079", "434", "1584828874826", "2003", 
"2", "2", "56859", "3", "1", "Kandinsky", "1", "3", "2", "4", "2", "3", "1", "2", "358-36-4747", "444", "1584829135664", "1991", 
"1", "3", "33436", "2", "2", "Chagall", "3", "1", "2", "3", "1", "1", "2", "3", "899-22-3105", "204", "1584829867596", "1997", 
"2", "2", "29640", "2", "1", "Picasso", "5", "2", "2", "5", "2", "1", "2", "3", "752-64-3154", "433", "1584829560521", "1989", 
"1", "2", "67054", "4", "1", "Ansel Adams", "4", "2", "2", "2", "1", "1", "2", "1", "637-25-4988", "532", "1584828918204", "1963", 
"2", "1", "32731", "5", "2", "Renoir", "3", "2", "3", "4", "2", "2", "2", "2", "767-85-4625", "626", "1584829876342", "1993", 
"2", "2", "71345", "2", "2", "Renoir", "2", "3", "3", "4", "3", "2", "3", "3", "217-99-4490", "71", "1584828910196", "1994", 
"2", "2", "14466", "3", "2", "Escher", "3", "2", "2", "5", "3", "1", "2", "2", "136-78-6785", "904", "1584829846484", "1981", 
"2", "1", "89278", "5", "1", "Pollock", "1", "1", "2", "3", "2", "2", "1", "1", "303-29-4759", "570", "1584829940924", "1972", 
"2", "2", "68020", "1", "2", "Seurat", "4", "2", "1", "1", "3", "2", "3", "1", "180-46-0441", "754", "1584830156800", "1958", 
"2", "2", "23952", "4", "2", "Escher", "5", "2", "2", "5", "3", "3", "2", "2", "176-50-9980", "63", "1584829941138", "1990", 
"2", "2", "96087", "3", "1", "Paul Klee", "4", "2", "2", "1", "2", "2", "2", "2", "409-72-2405", "17", "1584828906284", "1998", 
"2", "2", "65266", "2", "2", "Seurat", "3", "2", "2", "5", "2", "2", "1", "1", "751-10-2838", "56", "1584829487513", "1977", 
"2", "2", "84213", "4", "2", "Vincent", "3", "2", "2", "1", "3", "2", "3", "3", "275-97-8789", "822", "1584829288445", "1955", 
"3", "2", "26449", "5", "2", "Paul Klee", "5", "1", "3", "2", "1", "3", "2", "1", "475-39-4950", "189", "1584828992979", "2001", 
"1", "2", "21405", "1", "1", "Bernini", "5", "2", "1", "1", "2", "2", "2", "1", "603-85-9305", "741", "1584829008838", "1996", 
"2", "2", "35988", "3", "2", "Winslow Homer", "2", "2", "2", "4", "2", "2", "2", "2", "802-11-5220", "488", "1584829585115", "1968", 
"2", "2", "31270", "4", "2", "Munch", "3", "2", "1", "1", "2", "3", "2", "2", "375-50-3178", "427", "1584829994579", "1971", 
"1", "1", "26438", "4", "2", "Manet", "4", "2", "2", "2", "2", "2", "2", "1", "899-24-0505", "386", "1584830165197", "1968", 
"3", "2", "49653", "4", "1", "Dali", "1", "1", "2", "5", "2", "3", "1", "2", "197-21-5705", "504", "1584830151068", "1951", 
"1", "1", "34595", "5", "2", "Paul Klee", "2", "2", "2", "2", "2", "2", "1", "2", "885-42-7900", "337", "1584830139984", "1954", 
"2", "3", "54702", "5", "2", "Escher", "3", "2", "2", "5", "1", "2", "3", "2", "775-73-7027", "419", "1584829826208", "1990", 
"2", "2", "74729", "5", "2", "Winslow Homer", "2", "2", "2", "4", "2", "2", "2", "1", "506-83-1247", "865", "1584829618381", "1970", 
"1", "2", "87512", "3", "2", "Raphael", "3", "2", "2", "4", "1", "1", "3", "2", "788-59-9206", "253", "1584829029578", "1964", 
"1", "3", "78740", "5", "2", "Winslow Homer", "4", "1", "2", "4", "2", "2", "1", "3", "141-56-3361", "77", "1584829790262", "1988", 
"3", "2", "19877", "2", "1", "Winslow Homer", "3", "2", "2", "4", "2", "2", "1", "1", "080-79-6822", "797", "1584829904334", "1962", 
"1", "2", "69427", "1", "2", "Vincent", "2", "3", "3", "2", "1", "2", "3", "2", "635-91-9107", "410", "1584829704837", "1964", 
"1", "2", "98562", "2", "2", "Warhol", "4", "1", "1", "5", "1", "2", "1", "2", "861-45-0137", "892", "1584828901949", "1964", 
"3", "2", "35142", "2", "2", "Durer", "3", "3", "2", "4", "3", "2", "1", "2", "415-28-8538", "975", "1584829608284", "1997", 
"2", "2", "67206", "1", "2", "Rubens", "3", "1", "2", "1", "2", "3", "2", "2", "376-01-7973", "158", "1584828888944", "1964", 
"2", "1", "99219", "3", "2", "Picasso", "5", "2", "2", "4", "2", "2", "3", "2", "175-40-2515", "959", "1584829947625", "1976", 
"2", "1", "25108", "4", "1", "Pollock", "2", "2", "1", "3", "2", "2", "3", "2", "344-75-8391", "104", "1584828897807", "1962", 
"2", "2", "76965", "3", "1", "Seurat", "4", "1", "2", "5", "2", "2", "2", "2", "465-80-6744", "533", "1584829179313", "1989", 
"1", "2", "95600", "5", "2", "Kahlo", "3", "1", "3", "4", "2", "1", "2", "2", "124-51-3899", "25", "1584829664752", "1988", 
"2", "2", "42191", "4", "2", "Munch", "3", "1", "2", "5", "2", "2", "1", "2", "206-64-2829", "271", "1584829159934", "1989", 
"3", "1", "84495", "4", "2", "Raphael", "3", "2", "2", "3", "2", "2", "3", "1", "247-84-9993", "538", "1584829531876", "2003", 
"3", "2", "24108", "2", "2", "Munch", "5", "1", "3", "1", "1", "1", "2", "2", "095-79-4143", "34", "1584830005311", "1995", 
"2", "3", "46237", "5", "1", "Escher", "2", "2", "2", "1", "2", "3", "1", "1", "779-39-8446", "140", "1584829415014", "1996", 
"2", "2", "38808", "2", "1", "Cassatt", "1", "2", "2", "5", "2", "2", "1", "1", "283-63-7561", "573", "1584830170638", "1960", 
"1", "1", "16371", "5", "2", "Chagall", "3", "1", "2", "3", "2", "2", "2", "2", "062-71-7532", "741", "1584829860217", "1974", 
"1", "3", "34278", "3", "2", "Edward Hopper", "5", "2", "2", "5", "3", "1", "1", "2", "447-83-3424", "863", "1584828893575", "2004", 
